network,node1,node2
0.0,816716,568723
0.0,816716,1294647
0.0,816716,135502
0.0,816716,159098
0.0,816716,320914
0.0,816716,1213450
0.0,816716,1213324
0.0,77686,1451863
0.0,77686,518400
0.0,77686,501804
0.0,77686,779194
0.0,77686,690938
0.0,77686,588611
0.0,77686,328069
0.0,77686,158850
0.0,77686,974042
0.0,77686,866781
0.0,77686,1561911
0.0,1419451,664552
0.0,1419451,116669
0.0,1419451,883275
0.0,1419451,150993
0.0,1419451,1368815
0.0,1419451,61169
0.0,1419451,1078045
0.0,1419451,310474
0.0,1419451,892441
0.0,200352,1114229
0.0,200352,484526
0.0,200352,744364
0.0,200352,1438224
0.0,200352,161830
0.0,200352,1367542
0.0,200352,606914
0.0,200352,471134
0.0,200352,71989
0.0,200352,289831
0.0,200352,866781
0.0,204906,613042
0.0,204906,368377
0.0,204906,332247
0.0,204906,978627
0.0,204906,137920
0.0,204906,705724
0.0,204906,645879
0.0,204906,720388
0.0,204906,1026616
0.0,598288,568723
0.0,598288,749341
0.0,598288,591707
0.0,598288,310191
0.0,598288,1429495
0.0,598288,260470
0.0,598288,1275839
0.0,598288,665369
0.0,598288,1326170
0.0,264496,163245
0.0,264496,501804
0.0,264496,853209
0.0,264496,536167
0.0,264496,891043
0.0,264496,1129606
0.0,264496,588611
0.0,264496,392739
0.0,264496,1387977
0.0,264496,899070
0.0,264496,866781
0.0,1200643,744429
0.0,1200643,1337126
0.0,1200643,1252123
0.0,1200643,1235926
0.0,1200643,88873
0.0,1200643,116669
0.0,1200643,201203
0.0,1200643,367269
0.0,1200643,1495218
0.0,1200643,99354
0.0,803811,490956
0.0,803811,1031404
0.0,803811,174520
0.0,490956,422140
0.0,1031404,93903
0.0,1031404,163279
0.0,1031404,812191
0.0,1398597,1010045
0.0,1398597,834825
0.0,1398597,736319
0.0,1398597,553053
0.0,1010045,1577781
0.0,1010045,238907
0.0,1010045,407385
0.0,834825,143970
0.0,834825,705839
0.0,834825,993481
0.0,834825,613914
0.0,736319,495137
0.0,736319,1141797
0.0,736319,277623
0.0,553053,1016377
0.0,553053,1400239
0.0,1335,1339474
0.0,1335,804991
0.0,1335,1499403
0.0,1335,580906
0.0,1335,1341525
0.0,1335,1033579
0.0,1335,499454
0.0,1335,443390
0.0,1335,781666
0.0,1335,567054
0.0,1335,284135
0.0,1335,976963
0.0,1335,1046888
0.0,1335,625243
0.0,1335,1348178
0.0,1335,1413579
0.0,1335,291095
0.0,1335,474656
0.0,1335,815213
0.0,1335,290801
0.0,1335,918409
0.0,1335,1481253
0.0,1335,46494
0.0,1335,395567
0.0,1335,535428
0.0,1335,175513
0.0,1335,996197
0.0,1335,75936
0.0,1335,1498726
0.0,1335,820906
0.0,1335,226854
0.0,1335,248505
0.0,1335,1192703
0.0,1335,588861
0.0,1339474,443390
0.0,1339474,798202
0.0,1339474,98626
0.0,1339474,269784
0.0,1339474,69099
0.0,1339474,226854
0.0,1339474,1203522
0.0,1339474,536808
0.0,1339474,368163
0.0,1339474,1579360
0.0,1339474,1234378
0.0,1339474,46494
0.0,1339474,733816
0.0,1339474,820906
0.0,1339474,1498726
0.0,1339474,75936
0.0,1339474,284135
0.0,1339474,1388111
0.0,1339474,693740
0.0,1339474,374025
0.0,1339474,781666
0.0,1339474,815213
0.0,1339474,670079
0.0,1339474,277913
0.0,1339474,499454
0.0,1339474,1129772
0.0,1339474,1156662
0.0,1339474,1551084
0.0,1339474,1053503
0.0,1339474,1348178
0.0,1339474,248505
0.0,1339474,588861
0.0,1339474,1558275
0.0,1339474,1192703
0.0,804991,111490
0.0,804991,134231
0.0,804991,98626
0.0,804991,269784
0.0,804991,1341525
0.0,804991,1499580
0.0,804991,69099
0.0,804991,395567
0.0,804991,329296
0.0,804991,291095
0.0,804991,1012885
0.0,804991,368163
0.0,804991,1481253
0.0,804991,1234820
0.0,804991,11854
0.0,804991,290801
0.0,804991,733816
0.0,804991,962111
0.0,804991,625243
0.0,804991,277913
0.0,804991,256671
0.0,804991,592526
0.0,804991,1482802
0.0,804991,670079
0.0,804991,623579
0.0,804991,1379246
0.0,804991,993232
0.0,804991,459610
0.0,804991,1388111
0.0,804991,1551084
0.0,804991,976963
0.0,804991,1396273
0.0,804991,535428
0.0,804991,820906
0.0,804991,801705
0.0,804991,1033579
0.0,804991,1498726
0.0,804991,732094
0.0,804991,1129772
0.0,804991,1558275
0.0,804991,1499403
0.0,804991,1192703
0.0,804991,588861
0.0,804991,1053503
0.0,804991,693740
0.0,804991,265970
0.0,804991,1413579
0.0,804991,1451178
0.0,804991,1236499
0.0,804991,248505
0.0,1499403,111490
0.0,1499403,134231
0.0,1499403,269784
0.0,1499403,1341525
0.0,1499403,1203522
0.0,1499403,329296
0.0,1499403,291095
0.0,1499403,368163
0.0,1499403,1579360
0.0,1499403,1234820
0.0,1499403,290801
0.0,1499403,667166
0.0,1499403,733816
0.0,1499403,820906
0.0,1499403,1046888
0.0,1499403,1451178
0.0,1499403,592526
0.0,1499403,1379246
0.0,1499403,1388111
0.0,1499403,1396273
0.0,1499403,580906
0.0,1499403,1236499
0.0,1499403,1551084
0.0,1499403,459610
0.0,1499403,693740
0.0,1499403,535428
0.0,1499403,993232
0.0,1499403,256671
0.0,1499403,1558275
0.0,1499403,623579
0.0,1499403,277913
0.0,1499403,670079
0.0,1499403,1129772
0.0,1499403,962111
0.0,1499403,976963
0.0,1499403,625243
0.0,1499403,732094
0.0,580906,798202
0.0,580906,996197
0.0,580906,98626
0.0,580906,1341525
0.0,580906,1499580
0.0,580906,69099
0.0,580906,395567
0.0,580906,291095
0.0,580906,1012885
0.0,580906,1234820
0.0,580906,46494
0.0,580906,290801
0.0,580906,667166
0.0,580906,733816
0.0,580906,820906
0.0,580906,592526
0.0,580906,1396273
0.0,580906,1413579
0.0,580906,945424
0.0,580906,962111
0.0,580906,1356292
0.0,580906,1560103
0.0,580906,213918
0.0,580906,374025
0.0,580906,670079
0.0,580906,82530
0.0,580906,277913
0.0,580906,499454
0.0,580906,1551084
0.0,580906,588861
0.0,580906,1558275
0.0,580906,567054
0.0,580906,248505
0.0,1341525,111490
0.0,1341525,134231
0.0,1341525,269784
0.0,1341525,675035
0.0,1341525,1413579
0.0,1341525,592526
0.0,1341525,1236499
0.0,1341525,1129772
0.0,1341525,1551084
0.0,1341525,820906
0.0,1341525,1396273
0.0,1341525,1558275
0.0,1341525,277913
0.0,1341525,536808
0.0,1341525,329296
0.0,1341525,1234820
0.0,1341525,733816
0.0,1341525,976963
0.0,1341525,1499580
0.0,1341525,1192703
0.0,1341525,1482802
0.0,1341525,291095
0.0,1341525,1388111
0.0,1341525,732094
0.0,1341525,1451178
0.0,1341525,1348178
0.0,1341525,535428
0.0,1341525,623579
0.0,1341525,459610
0.0,1341525,993232
0.0,1341525,368163
0.0,1341525,962111
0.0,1341525,1053503
0.0,1341525,1379246
0.0,1341525,801705
0.0,1341525,1203522
0.0,1341525,11854
0.0,1341525,1481253
0.0,1341525,1560103
0.0,1341525,701974
0.0,1341525,1579360
0.0,1341525,265970
0.0,1341525,693740
0.0,1341525,248505
0.0,1341525,75936
0.0,1341525,395567
0.0,1341525,1498726
0.0,1341525,256671
0.0,1341525,213918
0.0,1341525,1033579
0.0,1341525,374025
0.0,1341525,226854
0.0,1341525,1302845
0.0,1033579,111490
0.0,1033579,134231
0.0,1033579,798202
0.0,1033579,269784
0.0,1033579,69099
0.0,1033579,329296
0.0,1033579,291095
0.0,1033579,536808
0.0,1033579,368163
0.0,1033579,1579360
0.0,1033579,1234820
0.0,1033579,733816
0.0,1033579,820906
0.0,1033579,1451178
0.0,1033579,1498726
0.0,1033579,265970
0.0,1033579,592526
0.0,1033579,1379246
0.0,1033579,1388111
0.0,1033579,1396273
0.0,1033579,1413579
0.0,1033579,1482802
0.0,1033579,535428
0.0,1033579,1356292
0.0,1033579,1560103
0.0,1033579,277913
0.0,1033579,1129772
0.0,1033579,701974
0.0,1033579,256671
0.0,1033579,1551084
0.0,1033579,993232
0.0,1033579,732094
0.0,1033579,976963
0.0,1033579,1053503
0.0,1033579,459610
0.0,1033579,623579
0.0,1033579,1236499
0.0,1033579,1192703
0.0,1033579,248505
0.0,499454,443390
0.0,499454,492364
0.0,499454,798202
0.0,499454,996197
0.0,499454,1058999
0.0,499454,175513
0.0,499454,226854
0.0,499454,1203522
0.0,499454,1436707
0.0,499454,1576255
0.0,499454,1202732
0.0,499454,1234378
0.0,499454,18384
0.0,499454,1417442
0.0,499454,75936
0.0,499454,474656
0.0,499454,1356292
0.0,499454,675035
0.0,499454,1008718
0.0,499454,213918
0.0,499454,410266
0.0,499454,781666
0.0,499454,815213
0.0,499454,82530
0.0,499454,567054
0.0,499454,1551084
0.0,499454,1302845
0.0,499454,588861
0.0,499454,801705
0.0,499454,572334
0.0,443390,1496225
0.0,443390,1202732
0.0,443390,945424
0.0,443390,781666
0.0,443390,459610
0.0,443390,75936
0.0,443390,284135
0.0,443390,412943
0.0,443390,1102743
0.0,443390,670079
0.0,443390,226854
0.0,443390,1379246
0.0,443390,1397788
0.0,443390,492364
0.0,443390,1046888
0.0,443390,1436707
0.0,443390,46494
0.0,443390,82530
0.0,443390,815213
0.0,443390,1156662
0.0,443390,572334
0.0,443390,474656
0.0,443390,1017247
0.0,443390,1234378
0.0,443390,213918
0.0,443390,801705
0.0,443390,625243
0.0,443390,667166
0.0,443390,798202
0.0,443390,567054
0.0,781666,798202
0.0,781666,1058999
0.0,781666,98626
0.0,781666,226854
0.0,781666,1436707
0.0,781666,1102743
0.0,781666,536808
0.0,781666,1576255
0.0,781666,210692
0.0,781666,1496225
0.0,781666,1202732
0.0,781666,1234378
0.0,781666,46494
0.0,781666,820906
0.0,781666,1046888
0.0,781666,75936
0.0,781666,284135
0.0,781666,474656
0.0,781666,1008718
0.0,781666,1374461
0.0,781666,213918
0.0,781666,256671
0.0,781666,1156662
0.0,781666,1551084
0.0,781666,588861
0.0,781666,815213
0.0,781666,572334
0.0,781666,567054
0.0,781666,918409
0.0,567054,798202
0.0,567054,98626
0.0,567054,226854
0.0,567054,395567
0.0,567054,1203522
0.0,567054,291095
0.0,567054,1012885
0.0,567054,536808
0.0,567054,46494
0.0,567054,820906
0.0,567054,1498726
0.0,567054,75936
0.0,567054,284135
0.0,567054,474656
0.0,567054,693740
0.0,567054,945424
0.0,567054,1356292
0.0,567054,1560103
0.0,567054,213918
0.0,567054,374025
0.0,567054,82530
0.0,567054,277913
0.0,567054,1156662
0.0,567054,801705
0.0,567054,1551084
0.0,567054,1302845
0.0,567054,412943
0.0,567054,588861
0.0,567054,1192703
0.0,284135,492364
0.0,284135,226854
0.0,284135,395567
0.0,284135,1576255
0.0,284135,210692
0.0,284135,1202732
0.0,284135,11854
0.0,284135,46494
0.0,284135,820906
0.0,284135,1498726
0.0,284135,1417442
0.0,284135,572334
0.0,284135,374025
0.0,284135,410266
0.0,284135,1005450
0.0,284135,474656
0.0,284135,412943
0.0,284135,945424
0.0,284135,1388111
0.0,284135,976963
0.0,284135,1302845
0.0,284135,907609
0.0,284135,1551084
0.0,284135,213918
0.0,284135,1356292
0.0,284135,1008718
0.0,284135,815213
0.0,284135,1156662
0.0,976963,134231
0.0,976963,269784
0.0,976963,1499580
0.0,976963,69099
0.0,976963,329296
0.0,976963,291095
0.0,976963,536808
0.0,976963,368163
0.0,976963,1579360
0.0,976963,1234820
0.0,976963,11854
0.0,976963,290801
0.0,976963,733816
0.0,976963,820906
0.0,976963,1451178
0.0,976963,265970
0.0,976963,592526
0.0,976963,1388111
0.0,976963,1396273
0.0,976963,1413579
0.0,976963,1482802
0.0,976963,535428
0.0,976963,693740
0.0,976963,962111
0.0,976963,675035
0.0,976963,1560103
0.0,976963,374025
0.0,976963,277913
0.0,976963,1129772
0.0,976963,256671
0.0,976963,801705
0.0,976963,1551084
0.0,976963,993232
0.0,976963,732094
0.0,976963,623579
0.0,976963,459610
0.0,976963,1053503
0.0,976963,1192703
0.0,976963,1236499
0.0,1046888,996197
0.0,1046888,1058999
0.0,1046888,1397788
0.0,1046888,226854
0.0,1046888,756614
0.0,1046888,1436707
0.0,1046888,1550569
0.0,1046888,476421
0.0,1046888,1102743
0.0,1046888,1202732
0.0,1046888,667166
0.0,1046888,733816
0.0,1046888,1302845
0.0,1046888,675035
0.0,1046888,804677
0.0,1046888,1156662
0.0,1046888,907609
0.0,1046888,1356292
0.0,1046888,1498726
0.0,1046888,945424
0.0,1046888,410266
0.0,1046888,1464746
0.0,1046888,815213
0.0,1046888,59297
0.0,1046888,918409
0.0,1046888,1417442
0.0,1046888,625243
0.0,1046888,1301553
0.0,625243,798202
0.0,625243,996197
0.0,625243,69099
0.0,625243,226854
0.0,625243,395567
0.0,625243,476421
0.0,625243,536808
0.0,625243,1579360
0.0,625243,1234378
0.0,625243,1234820
0.0,625243,46494
0.0,625243,290801
0.0,625243,667166
0.0,625243,820906
0.0,625243,1498726
0.0,625243,75936
0.0,625243,592526
0.0,625243,1396273
0.0,625243,675035
0.0,625243,1560103
0.0,625243,213918
0.0,625243,374025
0.0,625243,815213
0.0,625243,670079
0.0,625243,277913
0.0,625243,1156662
0.0,625243,1551084
0.0,625243,918409
0.0,625243,1302845
0.0,1348178,111490
0.0,1348178,134231
0.0,1348178,98626
0.0,1348178,269784
0.0,1348178,1499580
0.0,1348178,69099
0.0,1348178,226854
0.0,1348178,329296
0.0,1348178,291095
0.0,1348178,368163
0.0,1348178,1579360
0.0,1348178,1481253
0.0,1348178,11854
0.0,1348178,290801
0.0,1348178,667166
0.0,1348178,820906
0.0,1348178,1451178
0.0,1348178,265970
0.0,1348178,1388111
0.0,1348178,1396273
0.0,1348178,693740
0.0,1348178,962111
0.0,1348178,675035
0.0,1348178,277913
0.0,1348178,1129772
0.0,1348178,701974
0.0,1348178,801705
0.0,1348178,1551084
0.0,1348178,993232
0.0,1348178,459610
0.0,1348178,623579
0.0,1348178,1558275
0.0,1348178,248505
0.0,1413579,111490
0.0,1413579,134231
0.0,1413579,492364
0.0,1413579,996197
0.0,1413579,269784
0.0,1413579,1499580
0.0,1413579,69099
0.0,1413579,329296
0.0,1413579,291095
0.0,1413579,1012885
0.0,1413579,368163
0.0,1413579,1234820
0.0,1413579,290801
0.0,1413579,733816
0.0,1413579,820906
0.0,1413579,1451178
0.0,1413579,1498726
0.0,1413579,1379246
0.0,1413579,1388111
0.0,1413579,1396273
0.0,1413579,1482802
0.0,1413579,993232
0.0,1413579,1560103
0.0,1413579,1551084
0.0,1413579,535428
0.0,1413579,623579
0.0,1413579,1129772
0.0,1413579,732094
0.0,1413579,962111
0.0,1413579,256671
0.0,1413579,277913
0.0,1413579,1236499
0.0,1413579,1053503
0.0,1413579,248505
0.0,1413579,801705
0.0,1413579,459610
0.0,1413579,701974
0.0,291095,111490
0.0,291095,134231
0.0,291095,98626
0.0,291095,269784
0.0,291095,1499580
0.0,291095,69099
0.0,291095,395567
0.0,291095,329296
0.0,291095,368163
0.0,291095,1234820
0.0,291095,733816
0.0,291095,248505
0.0,291095,820906
0.0,291095,993232
0.0,291095,592526
0.0,291095,1129772
0.0,291095,1396273
0.0,291095,459610
0.0,291095,623579
0.0,291095,277913
0.0,291095,1388111
0.0,291095,1551084
0.0,291095,256671
0.0,291095,1451178
0.0,291095,1192703
0.0,291095,535428
0.0,291095,1558275
0.0,291095,693740
0.0,291095,1379246
0.0,291095,962111
0.0,291095,11854
0.0,291095,265970
0.0,291095,1482802
0.0,291095,1053503
0.0,291095,675035
0.0,291095,732094
0.0,291095,1012885
0.0,291095,213918
0.0,291095,670079
0.0,291095,374025
0.0,291095,1236499
0.0,474656,492364
0.0,474656,798202
0.0,474656,996197
0.0,474656,98626
0.0,474656,226854
0.0,474656,536808
0.0,474656,1496225
0.0,474656,1234378
0.0,474656,1234820
0.0,474656,46494
0.0,474656,1417442
0.0,474656,1396273
0.0,474656,412943
0.0,474656,213918
0.0,474656,675035
0.0,474656,588861
0.0,474656,945424
0.0,474656,670079
0.0,474656,459610
0.0,474656,815213
0.0,474656,1301553
0.0,474656,1302845
0.0,474656,1356292
0.0,474656,1551084
0.0,474656,82530
0.0,474656,248505
0.0,474656,1558275
0.0,815213,492364
0.0,815213,798202
0.0,815213,996197
0.0,815213,175513
0.0,815213,1203522
0.0,815213,1436707
0.0,815213,1550569
0.0,815213,476421
0.0,815213,1496225
0.0,815213,1202732
0.0,815213,18384
0.0,815213,46494
0.0,815213,667166
0.0,815213,1417442
0.0,815213,945424
0.0,815213,1356292
0.0,815213,675035
0.0,815213,1005450
0.0,815213,410266
0.0,815213,1302845
0.0,815213,572334
0.0,815213,907609
0.0,815213,82530
0.0,290801,111490
0.0,290801,134231
0.0,290801,798202
0.0,290801,996197
0.0,290801,98626
0.0,290801,269784
0.0,290801,1499580
0.0,290801,226854
0.0,290801,1234820
0.0,290801,11854
0.0,290801,46494
0.0,290801,820906
0.0,290801,277913
0.0,290801,265970
0.0,290801,1482802
0.0,290801,1551084
0.0,290801,670079
0.0,290801,374025
0.0,290801,1236499
0.0,290801,1129772
0.0,290801,1379246
0.0,290801,1396273
0.0,290801,1558275
0.0,290801,572334
0.0,290801,675035
0.0,290801,732094
0.0,290801,588861
0.0,290801,701974
0.0,918409,492364
0.0,918409,175513
0.0,918409,466123
0.0,918409,756614
0.0,918409,1436707
0.0,918409,1017247
0.0,918409,1102743
0.0,918409,536808
0.0,918409,1576255
0.0,918409,210692
0.0,918409,1496225
0.0,918409,1202732
0.0,918409,18384
0.0,918409,46494
0.0,918409,1417442
0.0,918409,75936
0.0,918409,1396273
0.0,918409,945424
0.0,918409,1356292
0.0,918409,804677
0.0,918409,1008718
0.0,918409,1511370
0.0,918409,82530
0.0,918409,1156662
0.0,918409,1551084
0.0,918409,572334
0.0,918409,907609
0.0,918409,1302845
0.0,1481253,111490
0.0,1481253,134231
0.0,1481253,996197
0.0,1481253,98626
0.0,1481253,175513
0.0,1481253,269784
0.0,1481253,69099
0.0,1481253,395567
0.0,1481253,1203522
0.0,1481253,329296
0.0,1481253,1012885
0.0,1481253,536808
0.0,1481253,1579360
0.0,1481253,693740
0.0,1481253,733816
0.0,1481253,277913
0.0,1481253,1551084
0.0,1481253,1451178
0.0,1481253,820906
0.0,1481253,256671
0.0,1481253,1388111
0.0,1481253,535428
0.0,1481253,623579
0.0,1481253,667166
0.0,1481253,1482802
0.0,1481253,592526
0.0,1481253,1192703
0.0,1481253,1379246
0.0,1481253,1558275
0.0,1481253,11854
0.0,1481253,572334
0.0,1481253,801705
0.0,46494,492364
0.0,46494,1499580
0.0,46494,476421
0.0,46494,536808
0.0,46494,820906
0.0,46494,1451178
0.0,46494,572334
0.0,46494,588861
0.0,46494,59297
0.0,46494,213918
0.0,46494,945424
0.0,46494,670079
0.0,46494,1560103
0.0,46494,75936
0.0,46494,1356292
0.0,46494,667166
0.0,46494,1464746
0.0,46494,1008718
0.0,46494,1156662
0.0,46494,412943
0.0,46494,1551084
0.0,46494,410266
0.0,395567,996197
0.0,395567,98626
0.0,395567,1234820
0.0,395567,213918
0.0,395567,623579
0.0,395567,1396273
0.0,395567,368163
0.0,395567,1551084
0.0,395567,588861
0.0,395567,1482802
0.0,395567,1156662
0.0,395567,733816
0.0,395567,667166
0.0,395567,75936
0.0,395567,1234378
0.0,395567,1203522
0.0,395567,535428
0.0,395567,1498726
0.0,395567,820906
0.0,395567,1560103
0.0,395567,1302845
0.0,395567,374025
0.0,395567,1496225
0.0,395567,945424
0.0,395567,701974
0.0,395567,675035
0.0,535428,111490
0.0,535428,134231
0.0,535428,98626
0.0,535428,269784
0.0,535428,1499580
0.0,535428,1203522
0.0,535428,329296
0.0,535428,368163
0.0,535428,1579360
0.0,535428,1234820
0.0,535428,11854
0.0,535428,733816
0.0,535428,820906
0.0,535428,1451178
0.0,535428,265970
0.0,535428,592526
0.0,535428,1379246
0.0,535428,1388111
0.0,535428,1396273
0.0,535428,1482802
0.0,535428,962111
0.0,535428,1129772
0.0,535428,623579
0.0,535428,459610
0.0,535428,277913
0.0,535428,675035
0.0,535428,732094
0.0,535428,1053503
0.0,535428,1558275
0.0,535428,256671
0.0,535428,701974
0.0,535428,1560103
0.0,535428,801705
0.0,535428,1551084
0.0,535428,993232
0.0,535428,1192703
0.0,535428,693740
0.0,535428,248505
0.0,535428,1236499
0.0,535428,374025
0.0,175513,492364
0.0,175513,536082
0.0,175513,1058999
0.0,175513,98626
0.0,175513,1464746
0.0,175513,412943
0.0,175513,1005450
0.0,175513,1202732
0.0,175513,1374461
0.0,175513,1302845
0.0,175513,1496225
0.0,175513,1417442
0.0,175513,572334
0.0,175513,1234378
0.0,175513,59297
0.0,175513,945424
0.0,175513,410266
0.0,175513,210692
0.0,175513,1550569
0.0,175513,1580675
0.0,175513,1560103
0.0,175513,82530
0.0,175513,536808
0.0,175513,1102743
0.0,175513,18384
0.0,175513,1017247
0.0,175513,588861
0.0,996197,492364
0.0,996197,798202
0.0,996197,269784
0.0,996197,1496225
0.0,996197,1560103
0.0,996197,820906
0.0,996197,536808
0.0,996197,374025
0.0,996197,588861
0.0,996197,675035
0.0,996197,213918
0.0,996197,256671
0.0,996197,98626
0.0,996197,248505
0.0,996197,11854
0.0,996197,1464746
0.0,996197,670079
0.0,996197,226854
0.0,996197,18384
0.0,996197,75936
0.0,996197,1234378
0.0,996197,667166
0.0,996197,1156662
0.0,75936,492364
0.0,75936,798202
0.0,75936,226854
0.0,75936,1017247
0.0,75936,1102743
0.0,75936,536808
0.0,75936,210692
0.0,75936,1234378
0.0,75936,667166
0.0,75936,733816
0.0,75936,1417442
0.0,75936,1551084
0.0,75936,572334
0.0,75936,1008718
0.0,75936,82530
0.0,75936,459610
0.0,75936,1156662
0.0,75936,945424
0.0,75936,588861
0.0,75936,1302845
0.0,75936,1356292
0.0,1498726,492364
0.0,1498726,798202
0.0,1498726,98626
0.0,1498726,269784
0.0,1498726,1499580
0.0,1498726,226854
0.0,1498726,1496225
0.0,1498726,1234820
0.0,1498726,11854
0.0,1498726,1451178
0.0,1498726,1551084
0.0,1498726,1379246
0.0,1498726,1560103
0.0,1498726,1558275
0.0,1498726,1236499
0.0,1498726,1129772
0.0,1498726,1156662
0.0,1498726,1192703
0.0,1498726,459610
0.0,1498726,277913
0.0,1498726,1053503
0.0,1498726,1388111
0.0,1498726,670079
0.0,1498726,374025
0.0,820906,111490
0.0,820906,134231
0.0,820906,98626
0.0,820906,269784
0.0,820906,69099
0.0,820906,1203522
0.0,820906,329296
0.0,820906,1012885
0.0,820906,536808
0.0,820906,368163
0.0,820906,1579360
0.0,820906,1234820
0.0,820906,11854
0.0,820906,667166
0.0,820906,733816
0.0,820906,993232
0.0,820906,693740
0.0,820906,962111
0.0,820906,1451178
0.0,820906,1129772
0.0,820906,592526
0.0,820906,1482802
0.0,820906,256671
0.0,820906,1551084
0.0,820906,277913
0.0,820906,1396273
0.0,820906,1388111
0.0,820906,1053503
0.0,820906,675035
0.0,820906,459610
0.0,820906,623579
0.0,820906,1558275
0.0,820906,732094
0.0,820906,374025
0.0,820906,801705
0.0,820906,701974
0.0,820906,670079
0.0,820906,265970
0.0,820906,1236499
0.0,820906,248505
0.0,820906,1192703
0.0,820906,1156662
0.0,226854,98626
0.0,226854,269784
0.0,226854,410266
0.0,226854,1551084
0.0,226854,801705
0.0,226854,412943
0.0,226854,536808
0.0,226854,213918
0.0,226854,1560103
0.0,226854,675035
0.0,226854,248505
0.0,226854,667166
0.0,226854,1436707
0.0,226854,1005450
0.0,226854,329296
0.0,226854,670079
0.0,226854,82530
0.0,226854,1102743
0.0,248505,134231
0.0,248505,798202
0.0,248505,98626
0.0,248505,269784
0.0,248505,69099
0.0,248505,329296
0.0,248505,368163
0.0,248505,1496225
0.0,248505,1579360
0.0,248505,265970
0.0,248505,1379246
0.0,248505,1388111
0.0,248505,962111
0.0,248505,1560103
0.0,248505,670079
0.0,248505,277913
0.0,248505,801705
0.0,248505,1551084
0.0,248505,1236499
0.0,248505,1192703
0.0,248505,588861
0.0,1192703,111490
0.0,1192703,134231
0.0,1192703,269784
0.0,1192703,69099
0.0,1192703,1203522
0.0,1192703,1012885
0.0,1192703,1579360
0.0,1192703,1234820
0.0,1192703,733816
0.0,1192703,1451178
0.0,1192703,265970
0.0,1192703,1379246
0.0,1192703,1388111
0.0,1192703,1396273
0.0,1192703,1482802
0.0,1192703,693740
0.0,1192703,962111
0.0,1192703,1560103
0.0,1192703,277913
0.0,1192703,1129772
0.0,1192703,1551084
0.0,1192703,993232
0.0,1192703,732094
0.0,1192703,1053503
0.0,1192703,623579
0.0,588861,492364
0.0,588861,1058999
0.0,588861,98626
0.0,588861,329296
