node1,node2,weight
5505,902192,6
5505,1535313,2
5666,1488778,3
6040,299453,9
6040,1497709,16
6067,422110,2
6356,789796,3
6356,959768,23
6356,1462731,19
6371,509274,18
6371,1074044,1
6410,334196,1
6410,1055995,13
6548,169956,1
6548,696251,2
6548,697815,1
6548,739293,1
6548,1061290,8
6548,1172504,1
6891,195925,13
6891,1452169,1
7454,93486,3
7479,188837,8
7479,986347,3
7534,213836,10
7534,368163,1
7534,374330,1
7534,433825,41
7534,785215,1
7534,848996,2
7534,859612,6
7534,879703,2
8055,52286,1
8055,123372,1
8055,269784,1
8055,516803,2
8055,989005,2
8055,1069293,1
8055,1132391,2
8055,1368815,1
8055,1372586,1
8055,1464968,4
8055,1496225,10
8055,1557440,2
8064,104370,1
8419,704681,1
8419,989325,8
8514,190662,22
8514,904822,4
8514,1296060,11
8739,552589,2
8953,658775,7
9133,160610,1
9133,870990,1
9133,1531045,1
9774,1402709,8
9965,143188,60
9965,1482525,1
10005,538873,56
10152,257250,2
10152,300943,1
10152,315216,16
10152,416771,9
10152,485354,1
10152,554000,7
10152,657503,1
10152,673976,1
10152,675367,2
10152,844241,1
10152,865481,4
10152,874903,1
10152,1151667,1
10152,1182355,2
10152,1191476,1
10152,1261231,1
10152,1317743,4
10152,1542031,1
10152,1552244,1
10332,121845,1
10332,229639,1
10332,337779,1
10332,567280,2
10332,799273,1
10568,216315,10
10568,384014,1
10635,561611,1
10635,890614,2
10635,903306,2
10635,975429,1
10635,1464591,1
10667,151451,3
10667,863340,1
10848,1107620,17
10922,378808,3
10922,706425,57
10922,1329771,4
10922,1482807,1
10929,803506,3
10929,949281,4
10929,1206274,24
11002,1340212,3
11042,492662,1
11042,1012053,8
11042,1294319,1
11058,71147,39
11058,917483,1
11058,1035950,7
11513,269357,2
11513,440942,4
11513,668204,8
11513,955862,6
11513,1320086,6
11513,1398398,1
11577,111490,1
11577,117223,1
11577,123372,2
11577,248616,1
11577,273738,1
11577,368184,6
11577,421806,1
11577,434010,6
11577,492364,1
11577,536082,1
11577,592095,1
11577,595922,1
11577,798202,5
11577,845849,1
11577,1119176,3
11577,1190809,12
11577,1191090,9
11577,1234378,8
11577,1234820,2
11577,1275398,17
11577,1322475,1
11577,1372586,14
11577,1420398,13
11577,1464968,1
11577,1539280,1
11577,1579360,4
11809,945292,2
11809,1129076,22
11809,1209831,1
11809,1350904,1
11809,1464657,9
11854,18384,7
11854,46494,12
11854,54647,1
11854,67497,1
11854,101567,10
11854,169171,10
11854,223779,3
11854,288204,3
11854,290801,2
11854,321789,22
11854,329307,34
11854,367777,5
11854,379342,1
11854,388315,5
11854,465256,2
11854,501804,9
11854,644322,1
11854,645879,13
11854,667166,1
11854,733816,2
11854,804991,1
11854,812127,15
11854,820906,1
11854,835818,13
11854,1007050,2
11854,1041796,14
11854,1046888,1
11854,1067579,1
11854,1071103,2
11854,1079399,2
11854,1128462,1
11854,1133619,3
11854,1165757,1
11854,1257495,12
11854,1306188,8
11854,1327980,2
11854,1439847,27
11854,1451178,4
11854,1580675,2
11883,1182355,1
11883,1270558,1
12413,943272,66
12539,67896,2
12539,1024457,7
12595,330843,27
12595,985444,1
12595,1007092,1
12595,1047713,2
12595,1499454,15
12595,1586327,1
12813,951964,4
12938,1560012,1
12990,194364,9
12990,500514,3
12990,886298,90
12990,1587220,14
13125,1152586,4
13475,242972,7
13475,256578,25
13475,395566,2
13475,503051,2
13475,571176,1
13475,653544,17
13475,948985,1
13475,1331495,1
13475,1416131,3
13475,1420488,1
13475,1457258,1
13500,1377649,14
13805,694835,2
13805,1263884,1
13877,141733,29
13877,403253,1
13877,744429,1
13877,1305928,1
13895,1395765,1
14218,355032,2
14382,339252,2
14382,885496,45
14471,830293,1
14489,42257,1
14889,33375,3
14889,1179312,9
14889,1585685,2
15086,1568049,1
15227,390983,7
15227,668347,1
15227,819585,1
15227,820610,1
15227,1227617,3
15247,174591,2
15247,1348680,3
15326,287917,1
15326,1068382,6
15336,294210,1
15355,72705,2
15355,75936,1
15355,114437,2
15355,265970,2
15355,284135,1
15355,351932,3
15355,438978,1
15355,592526,5
15355,734692,10
15355,768325,7
15355,791937,1
15355,1007004,8
15355,1034542,1
15355,1092844,1
15355,1193048,2
15355,1339675,1
15355,1379246,1
15355,1388111,1
15355,1396273,2
15355,1413579,7
15355,1482802,1
15355,1499403,2
15355,1503898,3
15355,1529281,13
15355,1556835,4
15355,1582514,1
15540,4331,3
15540,386457,7
15540,508619,1
15878,654846,4
15878,680278,9
15878,688393,3
15878,1337126,14
15878,1433912,1
15943,315498,3
15943,902553,1
16316,336954,1
16316,501804,3
16683,281210,2
16881,324553,8
16881,565880,3
16954,159098,1
16954,374025,1
16954,696681,1
16954,804991,1
16954,807154,2
16954,963571,5
16954,1042805,2
16954,1265595,1
16954,1309629,1
16954,1537917,2
16954,1565057,1
17290,526984,6
17290,755522,8
17290,1292994,3
18384,11854,7
18384,46494,6
18384,67497,2
18384,77968,1
18384,159098,7
18384,223779,1
18384,320116,5
18384,474656,18
18384,488965,1
18384,524970,1
18384,531033,3
18384,535428,1
18384,644322,1
18384,667166,1
18384,693740,1
18384,720696,1
18384,804991,1
18384,812127,3
18384,820906,3
18384,899070,1
18384,945424,1
18384,962111,1
18384,1007050,2
18384,1046888,6
18384,1067579,10
18384,1133619,1
18384,1301553,3
18384,1306188,3
18384,1356292,5
18384,1439847,1
18384,1585441,1
18454,705112,1
18623,209821,2
18623,771813,95
19134,271358,3
19134,1001989,2
19203,129838,2
19816,51347,2
19816,464821,5
19816,1002033,2
19897,675035,3
19897,713149,36
20064,205723,12
20064,772648,1
20064,1130402,2
20064,1270195,4
20064,1498751,4
20064,1541654,1
20400,116078,1
20400,1319493,4
20978,185770,2
20978,536204,3
20978,886349,6
20978,1009477,2
20989,191301,2
21054,45572,18
21054,558416,1
21054,1131934,19
21068,497819,1
21068,707540,1
21068,1332330,1
21549,740775,6
21549,755248,44
21549,1345941,9
21608,95102,5
21608,119470,38
21608,448198,2
21608,464784,3
21608,723653,4
21608,1052103,1
21608,1316873,15
21608,1560103,1
21687,635897,8
21687,1295328,8
21750,1518823,16
22028,22028,2
22028,1367178,1
22099,694526,1
22099,1154230,1
22291,366097,12
22291,1081880,1
22684,415362,10
22684,1318759,3
22980,80489,7
22980,245467,12
22980,599015,8
22980,750431,9
22980,1023230,1
22980,1207294,1
22980,1503077,1
23800,747083,4
23800,871002,1
23800,1366786,12
23839,974037,1
23970,320585,1
23970,466921,18
23970,655384,3
23970,898250,2
23970,1074044,5
23978,203843,5
24108,351154,3
24108,457527,1
24108,720915,1
24108,733816,45
24108,774135,1
24162,183405,1
24162,544230,30
24162,887651,2
24162,967762,4
24162,1330481,9
24553,136761,2
24553,188451,1
24553,419226,5
24553,773213,1
24553,1421085,1
24553,1439178,37
24553,1543807,22
24771,1406365,2
24926,297418,1
24926,552589,6
24926,620203,2
24926,1057202,47
24926,1483557,1
25008,1335,1
25008,454921,63
25008,798202,3
25008,1076656,30
25008,1127027,1
25008,1275398,2
25008,1363869,4
25008,1484194,1
25311,1445576,37
25311,1450618,6
25336,919574,26
25336,1423373,2
25646,468023,14
25646,1049380,41
25919,50510,5
26162,909898,2
26162,1437482,1
26927,55152,1
26927,269784,80
26927,356836,19
26927,826959,1
26927,1413209,2
26927,1503146,47
26940,1402063,2
27494,293149,10
27494,1477342,6
27960,365053,1
27960,1014934,2
27960,1162403,2
28548,393000,2
28548,395566,12
28548,496113,2
28548,811964,2
28548,1420874,1
28548,1588926,1
28811,123843,2
28811,987768,2
29019,589403,4
29019,752273,2
29019,756614,1
29019,937164,16
29019,1205570,3
29019,1353324,4
29162,1107922,3
29162,1196842,6
29162,1557144,1
29239,54647,3
29239,67497,1
29239,77968,4
29239,155103,6
29239,284379,1
29239,288204,2
29239,330434,1
29239,379342,1
29239,406295,1
29239,467052,1
29239,474656,4
29239,478575,24
29239,488965,3
29239,591389,1
29239,645879,1
29239,713500,9
29239,804991,8
29239,810837,2
29239,820906,1
29239,835818,1
29239,945424,1
29239,962111,2
29239,1008718,2
29239,1306188,1
29239,1344369,3
29239,1439847,3
29239,1567319,1
29239,1580675,1
29301,104370,1
29301,112746,7
29301,292711,12
29301,773568,7
29301,909572,47
29301,1136315,5
29472,1149851,4
29472,1512960,5
29472,1579568,1
29759,768128,21
29886,953296,2
30288,331969,1
30288,657361,1
30322,812568,2
30544,118645,2
30544,175513,1
30544,228289,1
30544,231190,1
30544,269784,2
30544,392886,1
30544,396554,1
30544,462495,20
30544,498028,1
30544,528519,1
30544,545075,2
30544,640758,20
30544,675035,1
30544,826959,1
30544,1060092,1
30544,1107024,6
30544,1269219,3
30544,1402063,1
30544,1443022,1
30632,341670,10
30632,610930,1
30632,625639,14
30632,855712,7
30632,963887,15
30632,976064,5
30632,1007180,10
30632,1056776,2
30632,1291709,2
30632,1554289,2
31111,245777,1
31277,388695,6
31277,667523,1
31277,884673,3
31567,340085,28
31567,435598,3
31646,572373,1
31646,615569,1
31656,3504,4
31656,157174,3
31656,203903,1
31656,237628,3
31656,437666,1
31656,612386,1
31656,639151,1
31656,729107,5
31656,756614,4
31656,766014,11
31656,974314,3
31656,1040099,2
31656,1203522,6
31656,1423895,1
31656,1436707,10
31656,1510740,6
31656,1550569,1
31656,1554715,7
31704,90805,1
32102,257551,1
32102,261258,1
32102,456743,1
32102,483084,18
32102,568723,3
32102,572548,7
32102,611695,1
32102,682442,3
32102,842919,2
32102,853209,3
32102,918573,3
32102,1043393,6
32102,1241472,6
32102,1257334,2
32102,1276500,4
32791,1018006,2
32791,1231857,2
32791,1570066,45
32956,373038,1
32956,524083,1
32956,726480,2
32956,1077760,1
32956,1080206,38
32956,1264895,1
32956,1295368,1
32956,1548373,8
33138,1535350,7
33325,48539,3
33325,98626,6
33325,269784,1
33325,289969,5
33325,392886,2
33325,466123,2
33325,581571,3
33325,664552,6
33325,675035,1
33325,868946,2
33325,944246,3
33325,1341525,3
33325,1476360,4
33375,14889,3
33375,39246,1
33375,71989,8
33375,112980,1
33375,161259,3
33375,246162,2
33375,262930,6
33375,309584,2
33375,337431,1
33375,485354,2
33375,553916,10
33375,657503,2
33375,869232,6
33375,917204,6
33375,963571,4
33375,1027084,1
33375,1083989,3
33375,1093800,4
33375,1122008,1
33375,1333667,11
33375,1381777,1
33375,1455204,1
33424,74604,1
33426,299453,1
33426,575038,2
33426,778102,2
33426,1413318,9
33534,79066,6
33534,390846,1
33534,789217,159
34176,156949,1
34176,342247,1
34176,778081,2
34483,1323608,1
34483,1520430,2
34517,218905,1
34517,762864,58
34517,895053,4
34532,184305,1
34532,709215,1
34685,1280899,2
34685,1468228,74
35003,252261,33
35003,379917,23
35003,1340261,5
35263,761895,3
35263,1331000,32
35724,589843,1
35724,790581,10
36294,174049,14
36294,447966,1
36567,228277,5
36567,456743,1
36567,461391,1
36567,1074393,11
36567,1484512,1
36879,77185,2
36879,129454,1
36879,147472,1
36879,150993,14
36879,545234,2
36879,649512,5
36879,907614,1
36879,981753,2
36879,1331361,20
36879,1345205,1
37089,235454,9
37089,503051,4
37089,905024,3
37089,1282000,5
37128,135239,1
37128,157826,1
37128,255925,1
37128,395722,1
37128,410266,4
37128,618693,1
37128,807451,1
37128,964323,6
37128,1413318,1
37128,1518962,1
37128,1531685,6
37328,717197,13
37328,956929,8
37328,1348820,57
37467,328365,5
37467,495137,1
37467,536987,1
37467,715924,13
37630,44319,1
37630,67497,3
37630,77968,3
37630,112618,3
37630,445704,2
37630,578682,19
37630,636471,6
37630,693740,3
37630,891043,6
37630,989434,5
37630,1110874,2
37630,1415686,4
37630,1583082,4
37889,115566,1
37889,554949,1
37889,636984,1
37889,781666,6
37889,919660,3
37889,1035636,1
37889,1351840,1
37905,584739,2
37905,1184687,2
37913,485363,23
37913,705112,1
37913,707282,8
37913,956286,1
37913,1030018,38
37913,1568971,1
38006,999843,10
38006,1425932,2
38221,249884,12
38221,953822,10
38221,1575995,2
38385,466690,2
38385,1244699,13
38385,1526765,13
38493,454921,1
38493,779194,9
38493,883275,14
38493,948985,2
38648,194159,1
38648,736047,2
38651,1176898,1
39236,154715,1
39236,293455,5
39246,46959,5
39246,1012885,4
39246,1122008,21
39246,1286075,2
39474,172104,10
39474,1085972,57
39474,1415461,21
39579,142897,2
39579,965800,1
39579,1070457,8
39579,1095128,2
39579,1297914,1
39835,117140,3
39835,454578,3
39835,1082272,5
39835,1315226,1
39835,1527720,1
40349,330396,4
40349,513542,1
40349,1579235,1
40925,843902,2
40925,897138,18
41043,936034,1
41043,1560822,2
41421,905834,17
41421,1219634,15
41421,1345391,1
41833,925520,10
41833,1330950,17
41844,833551,3
41978,1400062,40
42089,228289,1
42089,368377,2
42089,466123,2
42089,715607,1
42089,1107024,1
42089,1491295,19
42256,540275,4
42257,14489,1
42257,98346,3
42257,819863,1
42257,833498,1
42257,1266507,1
42257,1450618,2
42257,1451178,1
42531,762784,7
42531,1235881,3
42730,829446,1
42730,1342632,3
42972,1082927,1
43369,174049,1
43630,617528,1
43630,1086568,4
43679,144489,11
44319,37630,1
44319,77968,8
44319,155103,3
44319,226854,2
44319,288204,2
44319,406526,1
44319,474656,19
44319,578682,1
44319,626203,1
44319,812127,33
44319,898182,2
44319,991229,19
44319,1053004,2
44319,1226831,1
44319,1301553,4
44319,1356292,1
44319,1439847,1
44319,1571053,3
44428,63928,59
44428,995151,1
44428,998190,5
44430,473991,1
44559,392886,5
44559,664552,1
44559,698787,27
44559,1035950,1
44559,1107024,9
44559,1435526,7
44916,870990,9
44936,910212,3
44936,1517011,11
45012,430097,12
45012,943085,3
45012,1055008,28
45012,1415077,4
45012,1462731,2
45245,109514,81
45245,279199,16
45245,304493,1
45245,310474,5
45245,554949,12
45245,596189,1
45245,618693,1
45245,636984,3
45245,690938,4
45245,781666,6
45245,815213,5
45245,887150,5
45245,951149,7
45245,981205,13
45245,1067683,8
45245,1306181,3
45245,1314668,2
45245,1359331,10
45245,1531296,2
45572,21054,18
45572,225421,9
45572,1082927,19
45572,1131934,3
45743,197021,6
45743,491225,2
46494,11854,12
46494,18384,6
46494,54647,2
46494,67497,5
46494,101567,1
46494,133979,3
46494,169171,25
46494,226854,7
46494,289128,2
46494,290801,2
46494,320116,5
46494,467052,1
46494,474656,7
46494,494068,1
46494,524970,1
46494,535428,3
46494,667166,7
46494,733816,2
46494,737868,3
46494,743825,3
46494,820906,17
46494,840189,24
46494,887548,6
46494,1041796,21
46494,1046888,1
46494,1165757,42
46494,1262219,2
46494,1301553,2
46494,1356292,1
46494,1403213,1
46494,1412143,2
46494,1439847,1
46494,1451178,13
46494,1511370,5
46546,90376,1
46642,247998,9
46642,283733,5
46642,621969,9
46642,762491,9
46642,849154,7
46959,39246,6
46959,776769,1
46959,869232,5
46959,880423,2
46959,1286075,1
47098,1272244,15
47272,1142747,3
47272,1394242,3
47935,234800,5
47935,1347777,1
47935,1373782,1
47935,1561322,10
48028,373038,1
48028,516803,29
48028,1401081,20
48539,33325,3
48539,902245,1
48604,479047,10
48604,951418,23
48891,333638,2
48891,613042,6
48942,1164862,1
48942,1278079,1
49335,1310222,1
49688,295837,1
49688,1427471,17
49945,1110493,16
49945,1564487,25
50329,143970,3
50329,800189,1
50409,95341,1
50409,172250,4
50409,649584,19
50409,1012059,74
50409,1400753,20
50470,696681,7
50510,25919,5
50510,104009,3
50510,486216,2
50510,1089822,29
50510,1117066,1
50589,561167,1
50589,1430712,2
50999,181697,1
50999,269784,1
50999,396554,8
50999,466123,2
50999,1107024,3
50999,1115669,2
50999,1341525,17
51101,512097,50
51101,1056776,2
51101,1172978,11
51101,1227000,35
51320,700736,7
51320,1334849,1
51347,19816,2
51347,892560,1
51381,619699,38
51381,934972,16
51381,1058169,3
51381,1559944,2
51413,1298248,2
51413,1345018,5
52286,1335,1
52286,8055,1
52286,123372,32
52286,421806,75
52286,449653,3
52286,498159,1
52286,736047,3
52286,776634,1
52286,814762,2
52286,825785,1
52286,989005,8
52286,996197,3
52286,1058999,5
52286,1096597,3
52286,1131934,2
52286,1132391,2
52286,1234820,1
52286,1344119,6
52286,1368815,2
52286,1372586,2
52286,1464968,32
52286,1496225,27
52286,1538091,7
52921,147066,2
52921,202462,1
52921,223282,2
52921,277913,2
52921,310888,1
52921,353808,6
52921,419644,15
52921,591707,35
52921,906660,1
52921,1105713,12
52921,1175615,1
52921,1358950,1
53028,2237,2
53028,216315,4
53028,402555,2
53028,572409,2
53028,614891,1
53028,756569,3
53028,1422026,2
53785,15227,1
53785,496727,4
53785,770705,2
53785,1395765,6
54158,135239,1
54158,1224859,5
54487,435956,3
54487,1480619,2
54554,393823,46
54554,548008,5
54554,723332,8
54554,924378,3
54554,973079,18
54554,995680,1
54554,1075137,1
54554,1133538,4
54554,1422026,1
54647,11854,1
54647,29239,3
54647,46494,2
54647,67497,4
54647,169171,2
54647,264593,12
54647,467052,1
54647,474656,3
54647,524970,1
54647,644322,1
54647,804991,22
54647,820906,3
54647,840189,2
54647,887548,1
54647,989434,2
54647,1001133,1
54647,1041796,10
54647,1046888,1
54647,1128462,3
54647,1177552,3
54647,1301553,3
54647,1338500,84
54647,1344369,2
54647,1567319,2
54647,1580675,1
54714,151451,13
54714,277913,8
54714,284135,4
54714,499454,2
54714,776325,2
54714,1129772,11
54714,1133462,2
54714,1156662,1
54714,1464746,3
54714,1503898,1
54825,263492,6
54825,322881,6
54825,943821,8
54860,246369,18
54860,502552,9
54860,679897,1
54860,777378,1
55152,26927,1
55152,305267,1
55152,471399,1
55152,483761,2
55152,648340,1
55152,813105,2
55152,1014627,1
55152,1267790,2
55152,1451158,1
55171,1328073,4
56090,797130,8
56559,416619,3
56559,1129419,18
56660,775306,1
56808,898518,2
56808,1232791,1
56866,145216,1
56866,193668,1
56866,341931,2
56866,879152,1
56866,1443470,7
56876,134013,1
56876,480672,2
56876,1261231,1
56876,1486568,3
57004,427685,5
57004,1018878,3
57004,1256679,8
57166,545299,1
57166,743443,1
57166,857434,7
57166,866727,1
57166,1323160,1
57261,430265,84
57261,794969,30
57667,77968,1
57667,764516,1
57890,693875,2
57953,709170,3
57953,1182247,4
57953,1417043,1
57953,1560103,4
57983,679432,18
57983,1023194,45
58051,461782,3
58051,1582531,2
59081,246952,7
59081,1059143,24
59145,775217,25
59145,1231078,4
59297,96051,2
59297,109152,1
59297,172104,25
59297,237628,6
59297,436790,8
59297,443209,2
59297,470379,28
59297,522191,3
59297,542410,4
59297,612386,9
59297,634422,116
59297,674539,1
59297,806127,4
59297,870678,5
59297,885091,1
59297,996754,2
59297,1026441,52
59297,1085972,27
59297,1203522,1
59297,1270558,31
59297,1289503,1
59297,1367542,17
59297,1390795,1
59297,1400917,1
59297,1401348,2
59297,1423895,1
59297,1436707,3
59297,1455914,2
59297,1534204,4
59297,1552800,4
59415,1141034,2
59461,307501,25
59622,337431,1
59622,495689,2
59622,823144,1
59622,942836,6
59730,681498,2
59733,999843,2
59774,116754,3
59961,311600,4
59961,1090620,1
60155,985592,16
60155,1487446,8
60155,1512204,1
60326,847544,2
60326,1191038,1
60326,1457628,23
60865,726442,1
60865,1487754,5
61169,136761,5
61169,295818,3
61169,500018,3
61169,578418,78
61169,677364,7
61169,680608,1
61169,720906,25
61169,869274,1
61169,1224680,1
61169,1416505,55
61169,1552743,2
61326,556141,1
61366,212249,2
61366,1027638,51
61507,2258,1
61507,236510,2
61507,524970,9
61507,981920,23
62213,202109,1
62213,293149,2
62213,574800,2
62213,655119,3
62213,795822,1
62590,103372,1
62590,135239,6
62590,165380,1
62590,376027,1
62590,391820,1
62590,894681,1
62590,1450847,1
62652,623056,1
62652,651736,1
63076,99354,14
63076,784022,30
63076,1042485,1
63076,1213450,3
63076,1265273,11
63079,1089147,1
63079,1484576,2
63079,1536799,12
63827,354107,1
63827,760090,5
63865,223416,4
63928,44428,59
63928,886349,3
63928,1371886,2
64203,951964,4
64203,974314,40
64468,78091,13
64468,940730,1
64468,1024435,35
64826,89941,1
64826,113474,2
64826,141733,4
64826,188735,2
64826,201659,2
64826,257551,1
64826,336296,1
64826,403253,1
64826,483084,1
64826,682442,2
64826,700530,1
64826,723288,1
64826,744429,2
64826,1032096,1
64826,1232791,1
64826,1262495,1
64826,1345936,6
64826,1516993,1
64882,207692,6
64882,404683,11
64882,423261,8
64882,468023,11
64882,621969,4
64882,1422696,1
65082,253616,1
65082,256671,1
65082,277913,2
65082,801705,1
65082,1007004,1
65082,1133462,3
65082,1388111,2
65082,1503898,8
65082,1551084,2
65151,1514773,2
65353,768734,3
65353,999781,84
65353,1484576,1
65353,1546330,2
65464,498028,2
65464,1029352,8
66307,420723,115
66307,1441089,2
66307,1541770,2
66401,136140,14
66401,1129606,17
66526,333335,15
66526,420913,11
66526,512097,8
66526,1227000,5
66527,720242,1
66527,1524056,6
67158,101726,9
67158,887508,10
67231,623056,18
67231,1169920,1
67231,1205310,1
67497,11854,1
67497,18384,2
67497,29239,1
67497,37630,2
67497,46494,5
67497,54647,3
67497,87705,1
67497,112618,6
67497,191801,4
67497,226854,3
67497,290801,3
67497,354107,7
67497,388315,1
67497,445704,1
67497,474656,2
67497,578682,9
67497,667166,1
67497,733816,1
67497,804991,2
67497,820906,1
67497,891043,7
67497,989434,31
67497,1007050,2
67497,1041796,8
67497,1110874,29
67497,1277240,3
67497,1306188,4
67497,1415686,13
67497,1439847,1
67497,1451178,1
67596,66401,1
67596,150993,1
67596,165380,1
67596,395722,1
67596,498616,2
67596,629522,21
67596,816560,1
67596,891099,3
67596,1261231,2
67596,1567862,3
67596,1573885,1
67896,12539,2
67896,159858,3
67896,306135,1
67896,337647,5
67896,879850,4
67896,1482118,6
68072,97714,31
68072,823144,95
68266,322004,2
68266,325635,2
68266,327514,2
68266,601477,3
68266,804680,23
68616,342378,35
68616,1350304,9
68616,1437830,13
68952,448522,1
68952,919789,1
69099,77949,2
69099,165380,1
69099,266195,3
69099,699212,1
69099,1025998,8
69099,1302845,1
69099,1539249,2
69116,696251,14
69116,1410583,1
69116,1520430,5
69304,1112633,6
69524,168426,1
69524,485363,2
69524,705112,9
69524,707282,2
69524,1291671,7
70163,800323,17
70163,1016611,1
70163,1514773,1
70257,129485,11
70257,602513,13
71019,1506041,2
71147,11058,39
71147,101089,8
71147,457002,12
71147,917483,16
71147,1035950,35
71256,633566,10
71256,1206968,67
71321,383465,3
71442,88873,11
71442,98626,12
71442,118645,5
71442,169729,1
71442,228289,1
71442,236926,4
71442,269784,8
71442,274798,2
71442,317995,4
71442,392886,2
71442,511637,3
71442,557414,1
71442,613042,24
71442,664552,6
71442,675035,3
71442,715607,5
71442,826959,3
71442,868946,1
71442,933901,1
71442,997221,1
71442,1001045,1
71442,1107024,1
71442,1272676,7
71442,1404663,10
71442,1413209,3
71442,1419451,1
71442,1443022,4
71442,1486626,3
71442,1575404,1
71458,949611,28
71940,739316,26
71940,1255540,2
71989,33375,2
71989,121286,1
71989,436502,1
71989,672474,2
71989,715923,3
71989,823144,10
71989,917204,17
71989,942836,1
71989,963571,10
71989,1330910,2
71989,1333667,1
71989,1455204,2
72127,304117,81
72127,461338,1
72127,1288423,1
72204,225421,1
72363,934527,1
72705,15355,2
72705,75936,6
72705,580906,1
72705,592526,2
72705,616428,2
72705,625243,2
72705,701663,2
72705,728954,2
72705,732094,2
72705,768325,3
72705,771454,9
72705,863340,1
72705,976963,1
72705,1053503,13
72705,1098361,5
72705,1174918,2
72705,1239782,1
72705,1364337,1
72705,1388111,3
72705,1396273,2
72705,1421191,1
72705,1459583,4
72705,1476233,1
72705,1482802,3
72705,1569935,3
72706,1573063,1
72742,1129076,2
72828,771454,2
72956,112618,1
72956,134733,2
72956,583813,3
73431,201130,9
73431,1086924,16
73942,121657,15
73942,428998,4
73942,612386,51
74162,269784,1
74162,466123,1
74162,718926,5
74162,1069393,6
74162,1341525,1
74162,1419451,4
74604,33424,1
74604,495137,2
74922,263231,2
74922,283962,19
74922,1509646,1
75226,228752,1
75226,230243,4
75226,357461,1
75326,424177,31
75936,15355,1
75936,72705,6
75936,114437,2
75936,116669,1
75936,187808,3
75936,239054,10
75936,256671,2
75936,265970,1
75936,277913,2
75936,459610,2
75936,471134,1
75936,499454,13
75936,580906,2
75936,588611,1
75936,623227,2
75936,623579,3
75936,705839,1
75936,755929,4
75936,771454,4
75936,1034542,5
75936,1053503,17
75936,1098361,17
75936,1129772,4
75936,1133462,1
75936,1236499,2
75936,1261806,2
75936,1388111,11
75936,1396273,1
75936,1406598,2
75936,1476233,6
75936,1482802,3
75936,1551084,1
75936,1569935,2
76355,923007,1
76462,538992,1
76462,909250,4
76462,1052964,1
76477,571947,1
76477,760266,1
76477,1364418,1
76802,163606,5
76802,788473,1
76802,1069393,5
76812,536082,45
76886,778008,27
76958,268596,18
76958,1058862,1
77184,471823,1
77185,36879,5
77185,129454,1
77185,150993,1
77185,201929,1
77185,229637,1
77185,270062,1
77185,545234,3
77185,649512,6
77185,1167765,1
77185,1331361,16
77185,1345205,1
77553,667166,2
77686,111490,4
